0 	1
2 	0
3 	1
6 	1
7 	0
8 	0
11 	0
12 	0
13 	0
14 	1
15 	1
17 	0
18 	0
19 	0
20 	0
22 	1
23 	0
24 	0
25 	0
27 	0
28 	0
29 	0
30 	0
31 	0
32 	0
34 	0
35 	0
37 	0
39 	0
40 	0
43 	0
44 	0
46 	0
47 	0
48 	0
49 	0
50 	0
51 	0
52 	0
53 	0
54 	0
55 	0
56 	0
57 	0
58 	0
59 	0
60 	0
61 	0
62 	0
64 	0
65 	0
66 	0
67 	1
68 	0
69 	0
71 	0
72 	0
73 	1
75 	0
76 	1
77 	0
78 	0
80 	0
81 	1
83 	1
84 	0
85 	0
86 	1
87 	1
88 	0
89 	0
90 	0
91 	0
92 	0
93 	0
94 	0
95 	0
96 	0
98 	0
100 	0
102 	0
103 	0
104 	0
105 	0
106 	0
107 	0
108 	1
109 	0
110 	0
111 	0
113 	0
114 	0
115 	0
116 	0
117 	0
118 	0
119 	0
120 	0
121 	0
122 	0
123 	0
125 	0
126 	0
127 	0
128 	1
129 	1
130 	0
131 	0
132 	0
133 	0
135 	0
136 	0
137 	0
138 	0
139 	1
141 	0
142 	0
144 	1
145 	1
146 	0
147 	0
148 	0
149 	0
150 	0
152 	0
153 	0
154 	0
159 	1
160 	0
161 	1
162 	0
164 	0
167 	0
169 	0
170 	0
171 	0
172 	0
173 	0
174 	0
176 	0
177 	0
178 	0
180 	0
181 	1
182 	0
183 	0
184 	0
186 	0
187 	0
188 	0
190 	1
191 	0
192 	0
193 	0
194 	0
195 	0
196 	0
197 	1
198 	0
199 	0
200 	1
201 	0
202 	0
203 	0
204 	0
205 	0
206 	0
207 	0
208 	0
209 	0
210 	0
211 	0
212 	0
213 	0
214 	0
215 	0
216 	0
217 	0
218 	0
219 	0
220 	0
221 	0
223 	0
224 	0
225 	0
227 	0
228 	0
230 	0
231 	0
232 	0
233 	1
234 	0
235 	0
236 	0
237 	0
238 	0
240 	0
241 	0
242 	0
243 	0
245 	0
246 	0
247 	0
248 	0
249 	0
250 	1
251 	1
252 	0
253 	1
256 	0
257 	0
258 	0
259 	0
260 	0
261 	1
262 	0
263 	0
264 	0
265 	0
266 	0
267 	0
268 	0
269 	0
270 	0
271 	0
272 	0
273 	0
274 	1
275 	0
279 	0
281 	0
282 	0
283 	0
284 	0
285 	0
286 	0
287 	0
288 	0
289 	0
290 	0
291 	0
292 	0
293 	0
295 	1
296 	0
297 	1
298 	0
299 	0
300 	0
301 	0
302 	0
303 	0
305 	0
306 	0
307 	0
308 	0
310 	0
311 	0
312 	0
313 	0
314 	0
315 	0
316 	0
320 	0
322 	0
323 	0
324 	0
325 	0
326 	0
327 	0
328 	0
329 	0
330 	0
331 	0
332 	0
334 	0
335 	0
336 	0
337 	0
338 	0
339 	0
340 	0
341 	0
342 	0
343 	0
344 	0
345 	0
346 	0
347 	0
350 	0
351 	0
352 	0
353 	0
354 	0
355 	0
356 	0
357 	0
358 	0
359 	0
360 	0
361 	0
362 	0
363 	0
364 	0
365 	0
367 	0
368 	0
369 	0
370 	0
371 	0
372 	0
374 	0
375 	0
376 	0
377 	1
378 	0
379 	0
380 	1
381 	0
382 	0
383 	0
384 	0
385 	0
386 	0
387 	0
388 	0
389 	0
390 	0
391 	0
392 	0
393 	0
394 	0
395 	0
396 	0
397 	1
398 	0
399 	0
400 	0
401 	0
403 	0
404 	0
405 	0
406 	0
407 	0
408 	0
410 	0
412 	0
413 	0
414 	0
416 	0
418 	0
419 	0
420 	0
422 	0
423 	0
424 	0
425 	0
426 	0
427 	0
428 	0
429 	0
430 	0
431 	0
432 	0
433 	0
434 	0
435 	0
436 	0
438 	0
439 	0
440 	0
442 	0
443 	0
445 	0
446 	0
447 	0
448 	0
449 	0
450 	0
451 	0
452 	0
453 	0
454 	0
455 	0
456 	1
457 	1
458 	0
459 	0
460 	0
461 	0
463 	0
465 	0
466 	0
467 	0
468 	0
469 	0
471 	0
472 	0
473 	0
475 	0
476 	0
477 	0
478 	0
479 	0
481 	0
483 	0
484 	0
485 	0
488 	0
489 	0
491 	0
493 	0
494 	0
495 	0
496 	0
497 	0
498 	0
500 	0
502 	0
503 	0
504 	0
505 	0
507 	0
508 	0
509 	0
510 	0
511 	0
512 	0
515 	0
516 	0
517 	0
518 	0
519 	0
520 	0
522 	0
523 	0
526 	0
527 	0
528 	0
530 	0
531 	0
532 	0
533 	0
534 	0
535 	0
537 	0
538 	0
539 	0
540 	0
541 	0
542 	1
543 	0
544 	0
548 	0
549 	0
550 	1
551 	1
552 	0
553 	0
554 	0
555 	0
556 	0
558 	0
559 	0
561 	0
562 	0
563 	0
564 	0
565 	0
566 	0
567 	0
568 	0
569 	0
570 	0
571 	0
572 	1
573 	0
574 	0
577 	0
578 	1
579 	0
580 	1
581 	0
582 	1
583 	1
584 	0
588 	1
589 	1
590 	1
591 	0
592 	0
593 	0
595 	0
598 	0
599 	1
600 	1
601 	1
602 	0
603 	1
604 	1
605 	0
606 	0
607 	0
608 	0
609 	0
610 	0
611 	0
612 	0
613 	0
614 	0
615 	0
616 	0
618 	0
619 	0
620 	0
621 	0
622 	0
623 	0
624 	0
626 	0
627 	0
628 	0
629 	0
630 	0
631 	1
632 	0
634 	0
635 	0
636 	0
637 	0
639 	0
640 	0
641 	0
642 	0
645 	0
646 	0
647 	0
648 	0
650 	0
651 	0
652 	0
653 	1
654 	0
656 	0
657 	0
658 	0
659 	0
660 	0
661 	0
662 	0
663 	0
664 	0
665 	0
666 	0
667 	0
668 	0
669 	1
670 	0
671 	0
672 	0
673 	0
674 	1
675 	0
676 	0
677 	0
680 	0
681 	0
682 	0
683 	0
684 	0
685 	0
686 	0
687 	0
688 	1
689 	0
690 	0
691 	0
692 	1
693 	0
694 	0
695 	1
696 	0
697 	0
698 	0
699 	1
700 	0
701 	0
703 	0
704 	0
705 	0
706 	0
709 	0
710 	0
711 	0
712 	0
713 	0
715 	0
716 	0
717 	0
718 	0
719 	0
720 	0
721 	0
722 	0
723 	0
724 	0
725 	0
726 	1
727 	0
728 	0
729 	0
730 	0
731 	0
732 	0
733 	0
734 	0
735 	0
736 	0
737 	0
738 	0
739 	0
740 	1
742 	1
743 	0
744 	0
745 	0
746 	1
748 	1
749 	0
750 	0
751 	0
752 	0
753 	1
754 	0
755 	1
756 	0
757 	0
759 	0
760 	0
761 	1
762 	0
763 	0
764 	0
767 	1
768 	0
